Wavelength_nm,2026_02_18_BluGlass_Lot2GainChip_GC1_T=20C__I=100mA.txt,2026_02_18_BluGlass_Lot2GainChip_GC2_T=20C__I=100mA.txt,2026_02_18_BluGlass_Lot2GainChip_GC3_T=20C__I=100mA.txt,2026_02_18_BluGlass_Lot2GainChip_GC4_T=20C__I=100mA.txt,2026_02_18_BluGlass_Lot2GainChip_GC5_T=20C__I=100mA.txt
408.2,55.488,66.812,48.013,64.637,75.784
408.22,47.188,55.512,42.013,57.537,64.684
408.25,54.758,64.212,50.813,61.637,73.184
408.28,48.078,47.412,44.013,60.537,61.384
408.31,55.418,61.312,45.663,66.337,68.684
408.33,52.108,64.312,48.363,67.437,62.384
408.36,55.468,62.612,48.563,70.237,68.084
408.39,46.238,53.412,42.763,63.537,60.684
408.41,56.378,65.012,49.563,69.937,69.584
408.44,48.708,54.912,45.863,62.037,62.284
408.47,65.178,80.212,62.913,83.037,85.684
408.49,48.958,56.812,43.913,59.637,62.584
408.52,55.588,64.412,54.213,74.037,80.084
408.55,51.858,56.012,46.513,62.437,65.484
408.57,52.498,61.312,45.963,65.337,65.884
408.6,46.548,56.412,42.113,59.637,64.784
408.63,59.598,66.712,50.313,69.537,71.784
408.66,54.298,61.912,53.763,71.537,71.984
408.68,60.158,67.312,50.213,68.537,82.684
408.71,47.718,54.512,41.213,64.137,62.484
408.74,58.528,64.512,49.413,74.337,72.084
408.76,48.798,49.212,45.113,64.037,65.784
408.79,57.598,65.812,48.113,77.637,75.284
408.82,51.268,63.712,44.163,67.137,63.484
408.85,53.658,65.112,51.663,66.537,64.184
408.87,48.898,56.312,40.863,60.637,66.584
408.9,57.598,69.512,50.213,80.537,71.384
408.93,76.398,94.812,86.513,101.94,108.58
408.95,58.058,66.912,48.913,71.837,70.884
408.98,48.008,57.412,43.763,64.537,59.784
409.01,62.058,70.812,53.063,72.437,78.184
409.03,51.988,59.012,49.563,63.537,69.184
409.06,58.688,68.512,50.413,74.037,75.584
409.09,47.228,55.512,45.213,59.037,68.784
409.11,61.968,69.612,48.613,72.137,76.384
409.14,51.068,63.912,45.463,66.337,71.984
409.17,58.028,72.012,49.813,64.437,72.684
409.19,50.688,58.112,44.163,69.737,67.084
409.22,62.848,75.812,57.263,80.637,88.284
409.25,51.388,64.712,47.463,64.737,72.484
409.28,60.618,68.812,48.963,72.037,78.084
409.3,50.888,61.912,42.363,63.937,65.684
409.33,61.278,61.512,49.513,70.937,76.284
409.36,48.728,56.012,44.163,65.637,64.684
409.38,62.428,70.212,47.363,74.437,68.184
409.41,49.948,56.512,45.313,59.337,66.384
409.44,58.668,67.812,50.713,75.237,75.784
409.46,51.728,59.612,49.313,71.137,73.684
409.49,57.658,67.112,51.913,71.537,73.484
409.52,51.868,63.412,48.313,65.537,72.184
409.55,57.028,60.312,49.113,66.537,74.484
409.57,51.118,62.012,44.513,66.137,67.384
409.6,59.648,69.312,53.313,74.637,71.784
409.63,51.518,54.212,49.613,64.437,62.284
409.65,60.088,67.812,51.913,73.637,77.984
409.68,90.658,115.41,103.81,122.34,117.58
409.71,64.908,75.512,52.913,81.937,75.384
409.73,53.788,57.512,48.013,64.237,73.784
409.76,68.188,79.812,66.463,89.537,87.684
409.79,53.368,54.412,42.913,66.537,74.484
409.81,62.848,70.412,49.663,79.237,76.084
409.84,51.728,67.012,42.613,64.237,63.984
409.87,64.718,75.612,53.463,82.037,77.184
409.89,51.588,59.612,43.363,63.237,70.384
409.92,59.838,66.112,51.113,68.337,74.784
409.95,54.318,57.712,50.463,70.937,73.584
409.98,103.67,124.01,114.06,135.44,143.28
410,50.958,57.912,47.063,62.537,66.084
410.03,59.248,68.312,50.213,76.537,70.284
410.06,49.668,63.112,45.813,62.637,68.084
410.08,59.478,68.712,47.463,74.737,76.884
410.11,52.448,66.112,48.263,74.637,66.184
410.14,63.468,72.612,53.263,74.737,75.784
410.16,56.348,67.412,51.263,67.937,73.084
410.19,59.228,63.412,45.663,70.037,80.184
410.22,52.958,62.012,49.363,71.237,71.584
410.24,61.598,70.312,53.063,78.037,79.584
410.27,49.598,52.612,44.763,66.037,67.584
410.3,58.298,68.012,48.763,75.437,76.284
410.32,50.048,58.812,45.763,67.537,65.984
410.35,64.698,75.312,55.013,73.737,82.684
410.38,51.808,56.212,49.263,67.937,68.484
410.4,64.028,71.812,51.213,75.537,78.484
410.43,64.128,70.112,60.013,76.837,85.884
410.46,57.458,66.512,49.113,75.237,69.084
410.49,62.548,66.912,59.363,78.937,81.884
410.51,66.858,75.412,62.763,84.037,86.584
410.54,52.868,59.212,43.463,63.237,67.384
410.56,61.508,70.912,48.763,73.937,79.084
410.59,53.468,62.712,47.713,65.937,71.484
410.62,61.698,65.912,52.013,68.537,77.284
410.65,55.248,63.412,47.213,73.337,72.184
410.67,60.888,66.512,56.463,75.937,76.584
410.7,51.348,61.912,48.813,68.237,65.884
410.73,66.148,75.612,55.013,81.637,83.684
410.75,50.258,58.412,44.863,68.537,65.584
410.78,61.688,64.612,52.063,76.337,75.384
410.81,51.658,61.912,46.763,75.037,68.384
410.83,60.938,65.212,48.463,72.237,69.284
410.86,53.238,61.712,46.563,65.337,66.384
410.89,60.748,68.512,50.863,73.537,76.084
410.91,53.278,61.012,44.563,65.437,74.584
410.94,65.908,67.012,54.713,82.037,77.284
410.97,53.078,55.912,45.963,63.637,66.384
410.99,59.148,64.712,47.513,72.537,70.284
411.02,52.078,59.312,46.263,67.637,70.584
411.05,60.898,71.012,50.113,68.637,75.184
411.07,52.588,59.812,44.313,65.137,69.584
411.1,58.218,62.212,46.913,76.137,73.084
411.13,51.118,56.412,43.513,59.737,63.484
411.15,61.448,66.912,48.863,73.137,76.184
411.18,55.438,62.812,55.013,71.837,72.284
411.21,64.278,70.612,50.213,78.037,81.684
411.23,60.028,69.812,57.913,72.737,81.884
411.26,59.708,70.312,46.513,70.537,73.484
411.29,50.718,54.112,43.263,67.837,61.184
411.31,59.728,66.712,51.863,74.037,72.884
411.34,58.098,62.012,54.063,74.337,76.784
411.37,71.068,74.812,67.813,84.837,88.284
411.39,59.098,67.412,59.113,78.737,79.884
411.42,60.208,68.912,46.663,77.837,76.284
411.45,50.238,58.612,47.563,66.737,66.784
411.48,62.958,67.512,50.763,75.237,81.084
411.5,48.648,55.512,42.163,62.137,61.284
411.53,61.598,63.812,49.613,78.037,81.884
411.56,53.518,64.312,48.163,66.637,73.084
411.58,58.578,66.012,47.613,73.437,73.884
411.61,50.218,58.612,44.513,65.737,66.884
411.63,61.328,70.012,51.213,77.537,77.784
411.66,46.968,58.812,43.263,59.137,58.884
411.69,60.068,69.812,53.513,74.837,74.284
411.71,58.088,66.712,55.463,73.037,80.884
411.74,59.068,67.012,46.713,72.137,75.184
411.77,51.828,60.312,46.163,65.437,67.784
411.8,61.848,65.912,48.963,75.637,77.184
411.82,53.768,61.412,46.513,62.537,68.684
411.85,59.598,69.812,46.563,75.437,72.584
411.88,48.948,54.212,44.613,58.737,60.684
411.9,60.748,71.212,54.513,77.037,77.184
411.93,53.018,57.012,46.713,63.937,73.684
411.95,61.678,68.412,54.613,77.137,76.484
411.98,54.038,62.812,44.113,71.437,65.184
412.01,59.418,66.412,50.463,75.237,73.684
412.04,52.058,58.712,44.313,68.637,64.484
412.06,56.008,58.012,50.213,71.037,72.584
412.09,52.888,65.512,43.563,66.237,67.184
412.12,60.508,71.712,47.113,77.837,73.284
412.14,56.828,66.512,52.263,73.137,77.384
412.17,62.938,70.212,52.313,79.437,79.584
412.19,47.788,56.112,42.763,60.437,60.784
412.22,59.718,66.612,50.313,72.837,77.484
412.25,49.418,56.912,44.213,67.637,62.784
412.27,57.698,66.912,48.463,74.437,71.984
412.3,50.388,61.412,48.013,63.237,68.884
412.33,61.508,66.712,49.913,79.137,79.884
412.36,48.348,56.012,44.213,65.937,65.884
412.38,58.508,64.112,45.163,67.937,69.884
412.41,49.628,60.112,44.663,65.337,67.684
412.44,61.538,67.212,53.063,74.937,78.184
412.46,51.768,62.012,46.513,63.037,67.284
412.49,58.748,67.912,51.063,73.037,74.484
412.51,50.388,59.312,43.013,65.637,66.884
412.54,63.358,72.312,57.663,86.137,83.584
412.57,47.238,54.112,44.063,59.337,61.784
412.59,61.008,61.512,47.513,73.037,76.584
412.62,49.408,59.012,43.763,63.637,61.784
412.65,56.578,68.512,42.763,64.537,67.984
412.67,52.858,59.812,48.763,64.337,72.284
412.7,59.258,64.312,48.863,69.737,75.784
412.73,61.328,67.212,53.613,83.237,77.384
412.75,58.278,66.812,49.213,70.537,71.384
412.78,59.288,67.312,57.413,68.737,80.684
412.81,53.478,66.212,47.113,68.237,67.484
412.83,46.048,58.612,40.563,61.937,59.384
412.86,59.398,67.712,49.563,75.737,77.784
412.89,49.898,51.312,46.563,59.737,65.584
412.91,67.978,69.912,60.163,91.837,94.084
412.94,55.338,60.812,52.013,71.037,67.684
412.97,58.088,63.012,46.913,71.037,74.384
412.99,49.528,57.512,44.113,67.137,66.384
413.02,58.378,68.512,50.813,72.337,75.884
413.05,47.308,55.612,42.013,64.437,62.384
413.07,57.248,64.312,45.663,67.837,69.384
413.1,50.858,56.012,43.213,62.037,64.084
413.13,61.458,64.612,51.713,69.437,74.284
413.15,52.778,58.712,48.863,69.037,70.084
413.18,57.148,63.112,49.563,72.737,78.084
413.21,50.258,59.612,44.963,65.637,63.184
413.23,57.068,66.512,45.763,67.737,71.584
413.26,49.158,56.412,47.213,63.637,64.684
413.29,65.698,78.012,63.563,81.637,82.584
413.31,48.958,53.212,44.513,65.637,60.384
413.34,65.168,74.712,58.713,83.537,76.684
413.37,49.598,57.512,44.413,64.737,66.684
413.39,53.218,63.112,47.763,70.337,71.484
413.42,48.238,52.312,42.713,64.337,67.384
413.44,57.318,64.112,48.113,73.537,71.884
413.47,47.168,50.612,41.213,62.237,62.484
413.5,57.658,63.212,48.263,69.237,74.884
413.52,47.368,50.412,40.913,60.637,63.684
413.55,59.758,67.012,49.413,71.437,78.184
413.58,48.618,54.912,43.813,60.837,62.684
413.6,60.768,64.012,53.463,74.037,77.184
413.63,58.628,69.112,58.163,71.937,78.184
413.66,59.108,61.312,46.113,71.637,80.384
413.68,51.388,54.012,45.263,63.037,67.584
413.71,56.958,63.912,48.563,73.137,66.084
413.74,49.858,56.112,45.263,63.337,68.884
413.76,59.558,65.412,48.313,70.637,72.184
413.79,50.048,59.512,44.813,69.137,65.684
413.82,61.298,65.912,46.563,73.037,74.684
413.84,54.738,61.412,47.913,66.637,65.584
413.87,59.148,65.712,49.263,69.737,78.784
413.89,51.898,57.612,46.613,65.637,71.384
413.92,59.158,68.612,50.763,76.237,78.184
413.95,50.328,55.812,43.913,63.437,69.884
413.98,61.988,63.812,51.413,77.437,73.684
414,51.938,57.312,44.863,65.337,61.084
414.03,62.468,67.512,50.763,75.337,78.584
414.05,51.318,53.212,45.313,64.437,66.784
414.08,61.548,65.012,47.513,82.637,76.884
414.11,52.478,58.412,45.263,64.437,66.784
414.13,58.418,65.712,47.263,70.537,67.284
414.16,53.508,63.212,46.613,66.137,68.784
414.19,58.268,67.312,46.913,76.337,72.684
414.21,49.078,52.812,43.513,64.437,65.384
414.24,61.038,68.112,48.763,72.137,80.884
414.27,52.428,59.312,45.263,66.737,66.584
414.29,58.358,64.912,45.863,74.537,70.084
414.32,53.138,57.312,44.313,71.237,65.884
414.35,67.878,75.112,61.313,89.337,81.984
414.37,56.038,65.712,51.313,76.137,66.984
414.4,61.108,67.912,53.363,80.237,77.984
414.42,57.388,63.712,57.263,73.337,78.384
414.45,60.448,65.512,49.213,77.137,75.084
414.48,53.468,60.612,45.113,61.537,67.884
414.5,62.308,65.712,51.613,74.537,79.984
414.53,52.028,57.812,45.513,68.637,64.484
414.56,60.098,69.512,49.663,73.537,72.484
414.58,51.088,58.612,44.563,62.637,67.484
414.61,59.508,69.212,53.613,73.037,79.884
414.64,50.558,56.312,47.363,62.737,67.484
414.66,60.378,66.212,51.713,79.837,75.184
414.69,48.758,55.812,43.363,66.437,62.384
414.71,62.128,68.012,48.313,77.237,74.284
414.74,52.028,59.112,43.363,68.637,64.284
414.77,59.498,68.012,46.313,75.837,71.284
414.79,50.048,54.812,43.513,66.837,68.884
414.82,64.478,73.612,58.713,81.337,82.684
414.85,47.548,52.912,41.113,66.937,63.084
414.87,59.328,65.612,47.913,76.037,74.084
414.9,50.068,61.712,44.413,64.437,59.184
414.93,57.518,56.712,44.713,73.937,69.584
414.95,44.588,54.112,40.113,56.937,67.284
414.98,58.858,62.312,50.613,69.137,75.284
415,48.898,56.312,41.913,62.537,61.784
415.03,59.078,68.312,54.163,75.537,80.284
415.06,51.448,58.812,46.013,63.637,68.084
415.08,61.648,64.512,47.413,67.337,76.184
415.11,48.188,55.212,41.363,62.837,64.384
415.14,57.358,65.612,44.513,72.537,72.784
415.16,48.088,45.412,41.913,63.437,56.884
415.19,56.848,59.912,46.563,70.937,70.784
415.22,44.828,55.312,40.563,57.337,58.784
415.24,55.538,62.512,45.613,65.737,66.484
415.27,48.618,57.112,45.513,63.937,62.884
415.3,55.118,53.012,49.613,70.237,72.584
415.32,47.518,54.012,42.613,58.937,56.884
415.35,55.848,63.112,45.413,72.737,67.084
415.37,48.408,47.712,44.463,65.737,63.584
415.4,55.258,59.412,50.813,70.237,68.184
415.43,43.938,48.012,40.863,60.637,59.584
415.45,55.788,61.312,48.463,70.937,62.984
415.48,49.558,56.812,45.963,60.437,67.284
415.51,57.558,65.512,51.263,68.337,71.284
415.53,47.548,57.212,43.863,61.237,62.584
415.56,56.658,63.912,52.863,74.237,79.484
415.58,48.488,56.512,43.463,63.937,61.584
415.61,57.478,65.112,52.013,71.537,73.184
415.64,46.598,51.012,45.063,60.237,58.584
415.66,57.458,66.312,46.963,72.137,69.384
415.69,51.118,58.612,46.063,63.437,68.084
415.72,56.198,66.912,45.363,72.437,72.684
415.74,44.348,53.812,40.563,61.037,56.884
415.77,56.048,61.812,47.863,67.637,71.384
415.8,43.818,49.212,38.212,53.737,56.984
415.82,56.898,59.012,47.363,69.037,72.984
415.85,47.418,51.712,42.013,65.537,61.884
415.87,55.458,59.812,46.313,69.037,62.784
415.9,46.708,56.812,44.263,58.937,64.984
415.93,53.098,55.712,45.763,68.537,66.384
415.95,47.078,48.612,40.213,60.637,61.584
415.98,56.928,55.912,48.863,75.837,68.884
416,44.898,49.812,41.213,58.437,61.684
416.03,55.528,59.312,49.663,73.737,71.984
416.06,46.568,52.312,38.713,59.537,61.684
416.08,54.908,51.812,47.263,71.637,71.084
416.11,44.468,53.612,45.063,60.037,64.184
416.14,58.548,60.212,52.763,78.337,78.784
416.16,49.098,54.312,43.063,66.137,66.684
416.19,54.618,61.412,49.213,73.837,73.184
416.21,47.788,54.412,44.463,62.137,60.684
416.24,51.318,57.512,46.163,68.337,68.784
416.27,46.248,52.412,40.013,61.637,57.884
416.29,52.468,61.012,44.163,67.137,66.684
416.32,45.198,49.212,41.663,58.637,59.284
416.35,54.838,58.112,47.863,69.937,72.484
416.37,46.728,47.212,40.913,54.837,67.484
416.4,55.158,59.312,46.663,71.337,69.284
416.43,52.198,57.412,47.813,62.637,67.484
416.45,53.368,56.712,44.963,61.837,67.184
416.48,46.378,49.912,40.163,63.037,68.584
416.5,58.048,65.312,53.313,69.937,75.284
416.53,45.948,50.512,42.563,60.137,60.584
416.56,53.588,58.212,43.663,69.837,70.084
416.58,50.988,55.012,49.713,61.237,59.884
416.61,56.098,60.612,46.413,68.637,69.384
416.63,48.708,52.912,42.113,62.437,59.784
416.66,56.698,63.712,49.013,71.737,74.784
416.69,49.368,52.412,44.063,62.837,59.984
416.71,56.788,66.812,48.213,67.737,75.484
416.74,53.718,58.012,52.263,72.437,72.184
416.77,56.578,60.312,48.213,71.937,71.584
416.79,49.688,54.712,43.363,64.337,63.284
416.82,55.228,66.512,47.163,66.337,73.284
416.85,48.898,50.712,45.263,62.737,61.284
416.87,57.348,59.512,46.363,71.937,71.784
416.9,48.988,51.812,45.163,62.437,61.084
416.92,55.978,59.212,47.213,71.037,69.184
416.95,48.748,53.512,45.613,65.837,66.984
416.98,60.368,66.412,47.463,75.437,76.584
417,48.628,54.612,40.813,68.437,60.784
417.03,58.168,64.212,50.613,75.537,74.484
417.05,53.068,53.912,45.963,65.037,61.284
417.08,56.818,63.412,47.963,69.237,69.984
417.11,53.068,54.712,47.063,60.237,63.184
417.13,59.778,66.412,49.363,75.337,81.684
417.16,100.63,119.81,116.06,138.24,142.38
417.19,59.158,65.012,48.713,75.437,76.184
417.21,55.008,57.012,47.113,68.737,69.284
417.24,61.778,71.012,45.963,76.437,78.884
417.26,49.578,52.712,43.013,63.937,63.984
417.29,61.968,66.412,51.563,75.237,79.084
417.32,54.608,63.212,47.013,67.237,69.184
417.34,61.098,63.812,47.413,82.237,74.584
417.37,53.668,57.012,49.713,67.537,74.384
417.39,61.498,71.612,52.763,76.637,78.084
417.42,50.468,57.712,45.413,62.537,62.684
417.45,70.428,82.912,59.663,87.337,92.484
417.47,52.828,50.212,45.063,70.637,69.984
417.5,62.548,66.612,49.613,78.837,77.084
417.52,60.668,68.512,56.513,80.437,82.984
417.55,63.588,65.912,54.963,75.137,81.884
417.58,56.038,60.312,48.463,69.537,66.584
417.6,69.548,74.812,58.863,93.637,87.684
417.63,58.488,60.212,50.563,76.537,76.084
417.65,70.638,80.912,62.913,89.337,86.184
417.68,60.928,66.812,58.413,78.037,83.884
417.71,63.178,65.012,54.463,85.037,76.984
417.73,61.358,67.312,55.563,79.937,82.184
417.76,63.258,68.012,48.113,76.137,74.784
417.79,56.158,63.912,47.813,68.737,70.984
417.81,70.418,76.512,63.763,91.537,90.684
417.84,51.168,61.612,46.963,68.037,63.984
417.86,64.528,66.712,55.213,78.637,78.384
417.89,57.398,63.912,46.513,74.937,74.684
417.92,64.068,63.612,51.463,82.037,76.784
417.94,53.308,58.312,49.213,66.637,67.284
417.97,64.738,69.312,49.313,79.937,81.484
418,60.898,69.812,58.663,77.037,79.084
418.02,61.748,63.412,49.913,79.937,76.284
418.05,54.778,55.112,47.963,68.537,69.884
418.07,74.968,78.212,63.663,93.637,98.184
418.1,55.788,60.512,44.913,66.037,69.284
418.13,64.448,66.412,51.563,81.637,84.084
418.15,62.378,66.812,57.613,78.237,78.284
418.18,63.308,71.612,50.313,75.337,79.284
418.2,59.448,60.812,55.263,73.537,76.384
418.23,70.108,74.712,63.313,85.537,89.784
418.25,55.408,53.312,46.413,69.737,70.384
418.28,60.438,61.712,50.363,77.837,71.284
418.31,77.648,89.712,81.613,109.54,102.98
418.33,67.078,64.912,54.363,86.837,78.884
418.36,56.488,58.812,47.213,71.637,74.584
418.38,68.408,70.112,58.263,80.937,91.484
418.41,54.058,59.312,44.013,72.437,70.984
418.44,65.138,66.912,52.263,84.437,75.584
418.46,56.048,58.712,45.813,71.537,74.184
418.49,64.808,70.512,50.363,80.537,77.784
418.52,57.088,56.512,48.463,70.537,73.484
418.54,69.128,70.712,53.463,79.537,81.784
418.57,56.498,60.312,51.263,68.337,69.684
418.59,66.168,63.612,51.163,81.637,79.584
418.62,62.088,66.312,57.613,77.937,80.584
418.65,65.998,67.312,55.863,78.737,77.884
418.67,58.148,60.612,50.263,72.237,67.984
418.7,62.958,65.012,51.463,74.037,76.384
418.72,52.518,58.712,46.413,66.737,64.684
418.75,62.648,70.012,48.263,77.637,73.384
418.78,51.508,57.712,42.163,61.437,68.284
418.8,63.578,70.612,53.763,75.637,74.284
418.83,56.968,58.812,47.163,71.737,69.484
418.85,60.238,68.812,53.563,70.437,70.684
418.88,63.688,70.712,61.763,86.137,80.184
418.91,62.678,63.312,50.513,72.437,71.484
418.93,53.598,51.212,48.713,65.937,66.884
418.96,62.928,69.312,54.013,73.537,78.684
418.98,55.948,59.712,47.113,74.937,68.884
419.01,62.218,60.812,53.813,80.137,73.984
419.04,55.788,56.312,46.813,71.137,67.884
419.06,63.098,68.912,51.713,70.837,74.984
419.09,57.558,60.912,53.663,72.837,77.684
419.11,59.108,60.912,48.613,74.137,71.384
419.14,56.578,61.912,49.763,67.537,66.484
419.17,57.648,60.812,53.163,72.037,69.284
419.19,53.588,56.112,44.613,70.137,69.784
419.22,62.088,66.312,49.863,80.537,72.384
419.24,58.588,64.312,48.363,79.137,72.184
419.27,60.778,63.612,51.413,74.237,75.184
419.3,61.208,69.112,58.413,86.937,76.184
419.32,63.648,63.912,51.863,75.937,78.384
419.35,52.378,47.812,45.963,67.137,60.084
419.37,76.888,87.612,76.713,99.437,95.784
419.4,53.208,54.512,43.763,67.237,68.284
419.43,64.438,68.812,49.263,81.137,76.184
419.45,51.838,53.612,45.263,60.437,65.884
419.48,60.438,64.812,51.413,73.237,72.984
419.5,63.368,70.512,57.613,77.037,80.784
419.53,59.148,61.912,47.313,74.337,81.084
419.56,52.298,55.712,47.063,67.637,71.184
419.58,60.768,62.912,50.563,79.937,76.684
419.61,51.188,52.712,41.863,70.137,66.984
419.63,64.358,66.512,53.863,73.237,77.684
419.66,49.668,52.412,41.613,62.837,63.484
419.68,62.328,57.512,50.663,78.337,77.884
419.71,52.508,52.712,42.613,63.037,68.084
419.74,61.998,62.812,51.363,77.337,76.984
419.76,55.108,54.912,48.263,71.337,68.984
419.79,60.918,62.912,48.763,75.537,74.284
419.81,55.848,60.212,51.863,71.037,69.284
419.84,60.478,67.212,52.863,73.437,79.184
419.87,52.008,54.112,44.813,68.937,71.584
419.89,59.908,63.312,47.563,77.337,69.184
419.92,53.068,51.912,42.313,72.037,65.084
419.94,61.108,63.812,48.363,79.037,71.784
419.97,53.428,52.712,44.763,66.637,72.884
420,60.628,67.912,50.763,78.137,78.884
420.02,52.318,52.912,46.313,68.337,71.884
420.05,62.178,60.012,49.713,76.937,77.884
420.07,52.778,54.412,46.013,70.837,68.784
420.1,60.738,60.212,51.113,73.037,68.984
420.12,51.028,55.212,47.813,66.137,65.184
420.15,58.968,60.912,49.113,71.637,73.284
420.18,53.588,54.912,47.513,69.537,67.484
420.2,61.288,63.712,51.863,78.537,74.684
420.23,51.748,52.812,45.913,63.837,65.384
420.25,61.968,66.112,50.663,76.337,74.284
420.28,56.658,59.912,52.213,73.137,68.584
420.31,73.838,75.312,67.713,92.437,88.284
420.33,55.528,57.912,49.263,71.137,71.484
420.36,62.498,66.312,53.913,78.437,81.584
420.38,54.798,61.912,49.563,71.037,72.884
420.41,73.598,77.612,65.862,90.637,89.984
420.43,55.478,60.912,47.913,66.737,69.684
420.46,65.348,70.612,54.963,82.237,81.884
420.49,57.158,57.412,50.313,71.137,72.884
420.51,66.448,64.612,59.313,81.037,84.384
420.54,58.748,61.112,50.663,77.837,69.484
420.56,64.548,67.712,52.013,76.037,74.384
420.59,58.818,59.812,47.813,82.437,71.884
420.62,64.578,66.612,51.013,76.637,83.584
420.64,62.098,69.412,61.113,84.837,85.084
420.67,63.888,65.012,51.863,78.437,80.284
420.69,58.258,60.112,47.363,72.137,69.684
420.72,67.038,66.812,55.163,80.937,80.284
420.74,55.278,57.412,45.863,72.437,63.484
420.77,64.408,67.612,53.213,78.937,77.684
420.8,56.008,61.612,47.263,73.537,72.084
420.82,66.508,67.312,54.713,88.537,77.784
420.85,56.198,57.112,45.613,73.937,69.484
420.87,68.098,74.012,57.463,84.737,77.884
420.9,59.608,61.912,47.663,75.337,70.184
420.93,64.468,64.112,52.363,76.637,77.584
420.95,67.268,73.512,62.213,87.937,85.584
420.98,64.858,65.012,50.663,81.637,77.284
421,57.088,59.112,47.863,67.437,67.484
421.03,65.698,65.212,55.663,84.537,80.384
421.05,55.228,54.312,49.113,74.437,69.884
421.08,69.738,72.212,58.663,90.837,85.484
421.11,57.128,60.012,45.963,72.537,68.184
421.13,65.618,61.812,55.763,81.437,79.084
421.16,55.838,57.712,48.363,76.337,70.484
421.18,63.538,67.212,53.813,83.337,77.684
421.21,54.398,57.012,46.163,68.937,68.484
421.23,63.918,65.312,50.413,74.537,82.584
421.26,57.908,55.412,47.113,69.837,74.284
421.29,65.088,68.712,53.613,78.837,75.784
421.31,56.798,59.312,51.263,72.537,71.784
421.34,67.538,72.012,52.913,82.137,80.184
421.36,68.538,67.712,60.963,83.537,83.184
421.39,65.458,65.412,54.113,77.237,82.284
421.41,57.018,59.812,48.263,72.737,69.984
421.44,65.398,68.112,55.663,82.537,76.784
421.46,55.048,54.312,49.113,69.737,68.984
421.49,63.818,63.112,50.513,78.837,80.084
421.52,57.658,57.412,50.013,74.937,69.284
421.54,64.178,63.212,53.863,82.037,81.284
421.57,57.908,61.112,52.563,74.137,74.084
421.59,68.318,68.612,60.013,83.137,86.984
421.62,56.758,60.812,52.113,72.137,69.184
421.64,63.258,62.812,50.863,73.137,76.984
421.67,57.278,55.712,51.163,72.537,82.384
421.7,67.518,64.412,57.013,81.137,80.184
421.72,56.468,57.012,48.363,72.637,70.784
421.75,75.098,80.512,68.112,98.537,98.084
421.77,56.788,56.112,50.263,74.637,71.184
421.8,64.348,64.112,51.713,78.337,80.084
421.82,53.758,53.512,46.563,74.637,68.384
421.85,62.338,61.212,49.513,74.437,82.484
421.88,50.148,50.512,44.613,66.537,70.184
421.9,65.378,65.512,58.463,79.437,79.884
421.93,57.138,55.912,53.313,72.637,68.384
421.95,64.128,62.612,51.913,78.437,78.684
421.98,56.488,56.712,48.313,80.337,70.784
422,66.748,68.912,56.363,84.337,88.184
422.03,57.118,61.212,49.263,74.437,72.684
422.06,63.348,60.012,54.313,81.837,74.284
422.08,53.688,52.612,52.413,68.937,68.284
422.11,66.438,65.812,52.113,78.837,80.484
422.13,53.818,49.312,45.013,69.237,64.984
422.16,66.428,62.912,55.263,81.137,82.884
422.19,57.848,53.712,52.313,75.637,72.684
422.21,61.898,64.612,51.363,77.537,78.484
422.24,58.188,62.212,52.513,80.737,75.184
422.26,68.228,70.512,54.363,86.737,84.784
422.29,56.118,54.312,46.163,73.237,76.784
422.31,66.028,62.912,54.413,80.137,77.084
422.34,57.298,56.812,50.213,68.037,69.984
422.36,63.788,60.612,48.613,79.237,76.284
422.39,61.588,62.712,55.613,79.837,82.284
422.42,65.498,65.612,52.113,75.137,81.084
422.44,65.128,63.712,63.963,90.737,79.284
422.47,64.928,66.112,58.363,86.937,86.484
422.49,59.348,64.212,47.263,74.337,78.284
422.52,65.468,64.612,54.963,85.637,87.884
422.54,57.038,57.312,52.113,72.837,71.684
422.57,70.978,72.712,62.413,86.437,88.784
422.6,57.258,53.912,51.513,74.537,78.984
422.62,65.028,58.612,55.063,77.637,73.684
422.65,55.668,57.012,49.913,71.537,71.884
422.67,62.428,63.112,54.713,82.937,73.984
422.7,55.218,52.812,52.363,73.537,70.284
422.72,66.068,64.612,56.213,84.737,82.784
422.75,57.498,59.412,48.463,66.937,74.384
422.77,65.568,63.012,55.313,79.037,76.484
422.8,56.728,52.612,48.113,70.137,68.284
422.82,71.708,70.512,66.013,94.637,90.884
422.85,57.108,56.412,50.063,70.237,71.084
422.88,61.988,59.412,51.963,76.737,84.484
422.9,55.638,53.212,44.313,74.237,68.184
422.93,64.218,57.612,51.913,75.337,76.884
422.95,54.508,52.312,47.863,68.637,70.184
422.98,63.028,60.112,53.163,79.437,79.284
423,55.048,52.612,47.513,71.837,72.384
423.03,64.268,61.112,52.113,82.237,76.784
423.06,57.598,55.512,54.513,78.537,77.384
423.08,68.688,69.012,59.463,95.437,85.184
423.11,61.258,59.712,49.013,76.437,72.584
423.13,67.138,63.212,56.813,79.437,86.884
423.16,64.958,65.612,64.813,83.237,83.484
423.18,65.158,63.412,55.913,85.337,85.384
423.21,58.598,56.012,54.563,79.837,74.884
423.23,69.178,66.912,58.663,89.337,85.184
423.26,58.198,57.112,48.963,73.837,78.384
423.29,69.028,63.712,54.563,86.537,80.884
